Customer_ID,Campaign_ID,Response,ClickThroughRate,EngagementFrequency
6241894,38,No,0.09,1
1612704,60,Yes,0.21,5
7247094,39,No,0.06,6
3872604,62,No,0.91,3
2398404,17,No,0.14,1
562804,9,No,0.99,8
7321704,18,Yes,0.09,3
325694,21,No,0.96,7
2432404,67,Yes,0.16,6
3256804,64,Yes,0.3,2
3555404,63,Yes,0.74,1
8762504,9,No,0.5,1
7596804,42,No,0.79,6
8877404,57,No,0.81,4
7209994,14,No,0.07,9
6119304,9,Yes,0.65,4
3007804,42,Yes,0.9,7
6550804,38,No,0.89,7
2866504,7,No,0.8,7
796604,22,No,0.98,1
3706504,56,Yes,0.06,2
6506804,12,Yes,0.69,3
8080004,17,Yes,0.29,8
6297104,49,Yes,0.77,6
4525304,34,Yes,0.04,3
8994894,10,No,0.28,9
8902904,74,Yes,0.81,9
962004,1,Yes,0.66,6
6317804,67,Yes,0.19,9
4565404,47,No,0.33,7
7521094,23,Yes,0.39,5
230504,7,Yes,0.01,5
1877004,34,Yes,0.7,4
8051904,16,No,0.66,3
5108194,43,Yes,0.07,1
7334604,1,Yes,0.24,7
7996904,1,No,0.83,3
56104,19,No,0.9,2
7801704,59,No,0.58,8
7884904,3,No,0.15,2
3325104,59,Yes,0.36,1
6712704,37,Yes,0.21,1
1141504,48,No,0.9,3
3169404,59,No,0.9,3
2083904,28,No,0.66,6
1824094,2,No,0.84,8
7962894,29,Yes,0.75,7
5453304,41,No,0.84,8
3017304,34,No,0.1,4
3207704,40,Yes,0.37,1
353804,17,No,0.38,7
2890704,39,No,0.32,2
9902994,49,No,0.92,1
5751004,74,No,0.81,3
605404,59,No,0.51,9
4564904,8,Yes,0.07,3
2027304,38,No,0.41,4
4647404,11,Yes,0.11,6
9635304,54,No,0.82,2
9573304,47,No,0.76,4
7903004,55,No,0.34,7
3042704,50,No,0.84,1
5795404,24,No,0.95,2
6369404,53,No,0.59,3
3119404,47,Yes,1,4
8157004,7,Yes,0.02,6
2233504,52,No,0.66,6
4664504,69,No,0.15,4
9352094,50,Yes,0.18,7
3025694,15,Yes,0.08,6
4271204,31,Yes,0.08,9
3842994,15,Yes,0.92,8
1747404,47,Yes,0.2,4
5304404,34,Yes,0.44,8
8180194,72,Yes,0.45,2
8236304,3,No,0.14,4
4524894,35,No,0.67,2
2983404,6,Yes,0.52,1
2397704,30,No,0.19,7
3052004,14,Yes,0.36,2
2309404,18,No,0.76,7
1055304,53,No,0.25,2
2599894,14,No,0.91,8
6030794,35,Yes,0.15,4
2394404,36,Yes,0.09,4
7234894,1,Yes,0.46,6
9413194,52,No,0.42,1
726194,18,No,0.26,8
4586794,17,Yes,0.83,8
1199894,22,Yes,0.49,9
9831504,10,Yes,0.01,6
6860804,13,No,0.51,4
9461904,38,Yes,0.63,3
5047804,10,No,0.9,3
8481704,71,Yes,0.62,3
3264304,35,Yes,0.65,3
7153304,35,Yes,0.67,4
8670404,39,Yes,0.73,2
5940704,36,Yes,0.94,2
4563004,13,Yes,0.81,4
7142994,53,No,0.61,6
4506804,28,No,0.15,8
6616194,23,Yes,0.16,8
737794,74,No,0.65,7
9813804,9,Yes,0.31,4
9785504,59,Yes,0.16,7
2145894,61,Yes,0.38,3
9729504,21,No,0.9,8
5037204,49,Yes,0.63,9
5216404,51,No,1,4
5449194,40,Yes,0.97,2
2662404,55,Yes,0.67,3
8217194,6,Yes,0.14,4
2267704,4,No,0.99,2
7610504,26,Yes,0.79,8
6975504,47,Yes,0.7,6
5733094,7,Yes,0.78,5
3588704,21,Yes,0.78,7
9709004,66,Yes,0.85,1
7639804,21,Yes,0.39,8
5222104,11,Yes,0.34,8
3309994,30,Yes,0.32,5
3545194,64,Yes,0.6,7
7057004,45,No,0.69,8
9936404,31,No,0.97,4
7997004,48,No,0.73,5
5873704,55,Yes,0.81,3
2020804,43,Yes,0.55,4
9252194,16,No,0.54,5
8886104,8,No,0.1,1
2615894,31,No,0.2,3
4121704,67,No,0.76,6
6336204,50,Yes,0.82,1
562804,18,No,0.16,2
3247794,52,Yes,0.69,2
5451904,32,Yes,0.58,5
2525194,24,Yes,0.2,4
6877404,6,Yes,0.83,2
7789404,19,Yes,0.71,1
7430504,54,Yes,0.04,4
2047404,7,Yes,0.12,5
9641804,68,No,0.46,6
2705204,42,No,0.57,8
6622404,74,Yes,0.64,8
8569794,53,Yes,0.13,7
3742994,7,No,0.47,6
2801994,57,Yes,0.71,6
1965894,39,No,0.43,2
1270804,47,No,0.66,1
3619304,36,Yes,0.55,9
7583994,38,No,0.66,2
9832704,38,No,0.39,2
9417304,46,Yes,0.37,7
4812404,62,No,0.83,5
2552604,7,No,0.89,6
7713004,37,No,0.62,3
4801704,33,No,0.35,4
9982994,37,Yes,0.37,1
2571504,73,No,0.03,9
824604,33,No,0.91,8
2180504,45,No,0.09,7
1398694,52,Yes,0.49,6
8343894,22,No,0.49,6
2409504,61,No,0.14,4
7501094,34,Yes,0.64,3
5573194,10,Yes,0.22,3
8919304,1,No,0.13,6
166094,17,Yes,0.06,4
8593504,11,No,0.48,7
3391194,44,Yes,0.64,1
3779894,36,No,0.51,8
9347304,17,No,0.4,9
7521094,22,No,0.66,2
6051604,28,No,0.34,3
5772504,40,No,0.18,2
2816304,18,No,0.26,4
4351904,67,Yes,0.09,1
5162604,66,Yes,0.65,1
2193994,68,No,0.12,3
2020504,16,Yes,0.23,5
731904,7,No,0.89,8
7276094,31,Yes,0.09,6
4629194,21,Yes,0.17,8
5615204,68,No,0.37,2
1535994,36,No,0.6,2
5571504,60,No,0.5,5
2715204,54,No,0.08,8
2719894,26,No,0.43,6
3090804,23,No,0.48,2
3838804,67,No,0.36,9
2171204,42,No,0.65,1
1180994,19,Yes,0.77,9
249894,49,No,0.22,1
1140704,53,Yes,0.02,7
9504504,31,Yes,0.86,2
1598304,38,No,0.39,9
3881704,67,No,0.68,7
1526304,19,Yes,0.44,9
1898504,52,Yes,0.45,4
3772604,63,Yes,0.7,9
6319994,6,Yes,0.38,3
4741894,40,No,0.31,5
5926804,73,Yes,0.34,4
5207804,63,No,0.66,5
3863704,5,No,0.54,6
7149094,60,No,0.69,5
8042094,17,Yes,0.12,9
2741804,70,Yes,0.37,7
4799304,13,Yes,0.55,8
1881704,62,No,0.91,7
3275504,8,No,0.69,4
628504,45,No,0.53,2
529994,74,Yes,0.96,2
7784504,49,Yes,0.81,6
5191704,5,Yes,0.73,3
5204504,59,Yes,0.03,6
6195694,43,No,0.12,2
1985404,9,Yes,0.4,7
1458504,47,No,0.16,2
311604,34,Yes,0.63,9
3277994,68,Yes,0.87,6
7549404,72,No,0.13,4
3851804,71,Yes,0.23,2
2393404,24,Yes,0.29,5
1660304,20,Yes,0.51,4
3727704,3,No,0.09,2
7706404,13,Yes,0.91,1
9720504,63,No,0.1,4
4914404,51,Yes,0.28,1
9136404,43,Yes,0.06,4
9902994,11,Yes,0.05,4
7364904,49,No,0.34,4
6754904,37,Yes,0.8,3
3372904,41,No,0.45,2
1893104,64,Yes,0.13,6
6661894,46,Yes,0.85,3
9851504,6,No,0.33,7
3483504,35,No,0.33,7
7029504,17,Yes,0.35,1
4917304,41,No,0.81,6
1178704,58,Yes,0.9,2
5504204,47,Yes,0.75,3
2103994,30,Yes,0.1,1
1893104,59,No,0.35,2
272504,47,Yes,0.33,4
5654894,22,No,0.9,1
138404,65,Yes,0.84,7
5947404,68,No,0.77,1
3532094,27,No,0.24,1
3673704,33,No,0.67,4
3743094,24,No,0.52,7
1617304,28,Yes,0.37,7
5534404,70,No,0.41,4
4268304,1,No,0.27,1
3276304,52,Yes,0.88,3
7989794,68,No,0.32,1
2956504,22,No,0.97,7
5798694,23,Yes,0.09,4
7377604,21,Yes,0.27,5
624104,73,No,0.35,1
9220804,12,Yes,0.84,1
4872504,36,No,0.09,4
1757704,2,No,0.53,6
1981904,18,No,0.63,6
5209504,4,Yes,0.67,5
9669004,74,No,0.99,7
8729504,52,Yes,0.64,1
8157804,61,No,0.48,5
8970404,36,Yes,0.16,1
9832704,11,No,0.16,5
4629194,58,Yes,0.38,5
6094804,28,Yes,0.63,4
4811604,56,No,0.68,4
4596404,47,No,0.56,3
1811604,42,No,0.06,7
7785504,47,No,0.46,3
1199894,8,No,0.09,6
7851004,51,No,0.38,5
5655304,41,Yes,0.8,8
6338004,24,No,0.21,8
7361804,56,Yes,0.72,4
2456204,26,Yes,0.73,2
6224604,23,No,0.8,1
4463704,55,Yes,0.17,9
6909004,69,No,0.22,5
9790094,42,Yes,0.38,9
7785504,37,No,0.73,1
4342004,2,No,0.03,3
2153804,11,Yes,0.07,9
1132094,29,No,0.07,2
9505804,18,Yes,0.1,9
6081894,56,No,0.64,1
747794,49,No,0.26,9
830504,63,No,0,6
9209404,9,No,0.28,3
3783194,51,No,0.46,8
8451894,30,Yes,0.57,7
2297194,47,Yes,0.65,5
2971004,8,Yes,0.13,2
4617704,40,No,0.63,2
3222804,46,No,0.87,6
9286204,35,No,0.36,6
4363904,67,No,0.66,6
337794,73,No,0.81,6
3646404,45,No,0.27,9
2195704,27,Yes,0.21,6
7911504,11,Yes,0.67,5
5044894,67,Yes,0.04,7
5619804,27,No,0.15,4
9557704,12,Yes,0.69,6
8030504,20,Yes,0.56,7
3794804,20,Yes,0.12,6
5853304,49,No,0.2,1
8449194,51,No,0.34,3
4245104,38,Yes,0.19,9
2463304,39,No,0.85,6
437794,24,No,0.04,8
5135304,14,No,0.21,4
4391704,63,Yes,0.12,5
1545994,54,No,0.74,3
199504,15,No,0.86,9
8775404,68,No,0.58,8
1981904,21,No,0.34,7
504204,70,Yes,0.31,4
935994,3,No,0.07,9
562604,1,Yes,0.67,7
3200904,28,No,0.87,7
5238194,23,Yes,0.1,7
7446104,45,Yes,0.26,1
1445404,31,Yes,0.32,6
5586194,30,No,0.56,1
4019804,28,No,0.62,1
3698004,28,No,0.36,5
2243504,72,Yes,0.11,3
9967804,20,Yes,0.39,9
9926904,66,Yes,0.87,5
1786404,21,Yes,0.28,5
4593994,3,No,0.77,4
3580894,1,Yes,0.99,5
9146404,70,No,1,2
4431904,65,No,0.62,5
5056194,5,Yes,0.04,5
2875194,40,No,0.63,9
4812404,74,Yes,0.5,5
7837404,35,No,0.49,1
1852904,18,Yes,0.01,1
9554304,43,No,0.03,3
3166094,26,Yes,0.51,2
6037194,59,Yes,0.27,8
4595694,61,Yes,0.64,5
6644804,4,No,0.83,4
8701994,7,Yes,0.88,8
1347804,18,No,0.85,8
5493404,35,No,0.11,4
5739194,67,Yes,0.38,1
9591704,32,No,0.54,4
1355404,27,No,0.89,4
6116804,71,No,0.43,9
1994804,13,Yes,0.57,1
6242994,1,Yes,0.3,5
5355194,18,Yes,0.44,3
4717904,31,Yes,0.19,6
9252194,52,Yes,0.2,6
307604,69,Yes,0.56,5
1112704,27,No,0.34,1
9018004,27,Yes,0.43,4
1811704,15,Yes,0.42,2
7388694,32,Yes,0.11,7
8650094,33,Yes,0.48,5
9996804,11,Yes,0.75,4
9098404,72,No,0.4,4
5721304,73,No,0.87,7
1683404,72,No,0.24,9
3057794,20,Yes,0.45,3
2831204,13,No,0.77,3
9018004,15,Yes,0.86,9
1733894,60,No,0.7,7
2478504,43,Yes,0.71,1
809994,49,Yes,0.71,5
5361204,4,No,0.88,4
9226304,46,Yes,0.01,5
8419994,61,No,0.7,8
2122704,29,Yes,0.85,9
7797104,52,No,0.46,8
2994894,74,Yes,0.26,1
1284504,12,No,0.47,1
6481704,61,Yes,0.68,8
3737794,54,No,0.5,3
9623804,65,Yes,0.13,8
9592894,9,Yes,0.83,3
2095404,27,Yes,0.43,8
4565404,30,No,0.78,8
5418194,37,No,0.36,9
7433094,47,Yes,0.23,7
7978304,58,Yes,0.86,5
9207604,37,No,0.46,9
1488404,53,No,0.13,7
2007804,53,No,0.8,1
7456194,24,No,0.24,1
4659004,27,Yes,0.24,4
1133504,1,No,0.79,7
815694,53,No,0.3,3
3657204,18,No,0.73,8
122104,73,No,0.07,3
4595694,20,Yes,0.62,5
7809194,9,Yes,0.41,7
7897004,26,No,0.27,6
7142094,20,No,0.72,5
8185704,31,Yes,0.64,5
6174504,23,Yes,0.18,6
7639804,29,No,0.36,6
9762894,17,Yes,0.85,3
5138404,45,Yes,0.95,9
1455104,15,Yes,0.02,8
8553304,74,No,0.58,8
156504,36,No,0.41,9
3126304,9,Yes,0.46,1
9787104,56,Yes,0.38,5
7012404,69,No,0.19,5
3783504,54,No,0.61,4
5612894,71,Yes,0.67,7
6562804,5,Yes,0.09,5
3064304,50,No,0.26,7
1670304,59,Yes,0.93,9
4134604,56,Yes,0.73,6
2588694,47,Yes,0.99,5
4539194,13,Yes,0.57,6
9417304,15,Yes,0.02,7
2801604,71,No,0.35,6
6171504,57,Yes,0.6,4
7997004,71,No,0.03,1
7649004,10,No,0.39,7
5841904,73,Yes,0.78,9
1884504,21,No,0.36,3
8144894,32,Yes,0.81,5
3264004,31,No,0.11,9
7853004,12,Yes,0.65,1
7831104,62,No,0.72,9
6424804,68,No,0.39,3
510504,66,No,0.3,8
1708404,68,No,0.83,3
7293994,41,No,0.37,2
752004,22,Yes,0.3,1
7057004,51,Yes,0.79,7
5320604,43,No,0.39,8
902504,5,No,0.26,9
9827004,4,Yes,0.88,6
4066094,42,Yes,0.26,2
221094,24,No,0.78,2
2492404,61,No,0.24,4
4962894,47,Yes,0.02,8
2256804,16,No,0.19,8
7507604,43,No,0.05,6
2492404,12,Yes,0.56,8
9218304,53,Yes,0.08,5
8157004,10,Yes,0.75,6
4243794,34,No,0.22,3
9485694,14,No,0.9,3
7319504,30,Yes,0.16,5
5459404,3,Yes,0.2,7
359404,14,Yes,0.46,3
7085504,43,Yes,0.13,4
9354804,33,Yes,0.75,6
9526404,31,Yes,0.52,2
2803194,59,No,0.57,7
8232704,73,Yes,0.09,5
3243794,38,Yes,0.8,4
4560104,44,No,0.94,5
8754004,61,No,0.51,6
8970304,11,Yes,0.43,5
9593404,44,Yes,0.91,7
3743094,7,No,0.02,4
7656204,10,No,0.3,3
1982994,57,Yes,0.47,9
1461804,70,No,0.3,7
5572604,5,No,0.11,3
828404,15,No,0.85,3
422404,12,No,0.23,5
7390994,67,No,0.3,9
8164904,19,No,0.37,2
9762894,21,No,0.18,1
1586304,73,No,0.63,6
6461804,72,Yes,0.24,4
4132804,40,No,0.12,6
3570304,15,Yes,0.83,5
1284504,5,No,0.57,6
7580994,65,No,0.41,8
5334604,19,Yes,0.56,4
6258504,1,No,0.78,8
9306094,33,No,0.81,2
5346504,69,Yes,0.83,6
9018004,8,Yes,0.53,2
1719504,46,No,0.95,9
8650094,50,Yes,0.13,9
9395694,1,Yes,0.5,5
163704,46,No,0.15,3
5619804,38,No,0.42,4
2850304,69,Yes,0.38,5
8019504,25,Yes,0.98,7
1024604,42,No,0.3,1
5884504,30,Yes,0.12,6
5114204,74,Yes,0.16,3
3604104,32,No,0.26,5
7797104,36,Yes,0.43,9
8909004,53,No,0.65,8
3645304,51,Yes,0.76,9
4291194,31,No,0.06,3
7551894,59,No,0.67,5
842704,18,Yes,0.75,2
6754904,59,Yes,0.32,5
9340794,16,Yes,0.08,1
9548804,21,No,0.6,1
2547094,20,Yes,0.44,1
5185404,63,Yes,0.11,3
8666194,3,Yes,0.28,4
6026804,60,Yes,0.73,1
8219404,8,No,0.07,8
5895504,69,Yes,0.71,7
9992994,54,Yes,0.66,8
1884404,52,Yes,0.36,8
9739404,3,Yes,0.49,8
2525194,44,No,0.09,5
6598404,72,No,0.04,3
673904,53,No,0.84,2
3219994,54,Yes,0.36,4
1447094,39,Yes,0.32,1
2090004,19,Yes,0.99,4
870004,1,Yes,0.15,8
2992704,55,No,0.02,7
6491194,53,No,0.59,4
9293194,10,No,0.41,4
7723804,57,Yes,0.38,8
2417204,63,No,0.79,9
8247104,59,Yes,0.26,1
8455194,32,Yes,0.17,7
1898694,14,No,0.18,4
1837704,50,Yes,0.27,5
7268504,62,Yes,0.99,8
9983994,65,Yes,0.49,7
3706504,28,Yes,0.28,4
675504,67,No,0.2,2
2232094,44,Yes,0.71,5
9785504,43,No,0.06,9
3609104,19,No,0.15,6
8305894,31,Yes,0.33,3
7484704,35,Yes,0.84,8
2288304,7,Yes,0.96,4
2264804,4,Yes,0.55,7
6445104,10,Yes,0.45,5
5056194,2,Yes,0.67,6
3183994,52,No,0.32,1
7877404,30,No,0.83,7
6116804,64,No,0.44,6
842704,2,No,0.16,8
7062994,61,Yes,0.94,4
1037794,39,Yes,0.5,3
2719404,52,Yes,0.36,5
421504,47,No,0.68,1
6456104,44,Yes,0.61,4
4370304,42,No,0.18,8
5521704,10,No,0.83,9
9363304,16,Yes,0.49,3
3449404,7,No,0.29,2
3474504,64,No,0.02,9
5554804,13,Yes,0.23,8
9805404,46,Yes,0.07,1
6119304,57,No,0.32,2
8090804,8,No,0.29,9
1560094,37,No,0.56,1
1915204,11,No,0.78,9
1436904,64,Yes,0.81,3
1833094,4,No,0.95,1
5934404,47,Yes,0.5,5
319004,45,Yes,0.59,8
9159894,24,Yes,0.25,4
8962504,21,Yes,0.25,6
2538404,69,No,0.9,4
5934894,65,Yes,0.74,9
4180004,58,Yes,0.86,7
8042504,58,No,0.41,5
3691704,21,No,0.55,2
9622704,70,Yes,0.39,8
938404,9,Yes,0.41,3
598004,39,No,0.43,9
9658304,5,No,0.66,6
3241904,22,No,0.54,4
6470304,5,Yes,0.17,9
1965894,64,No,0.96,9
2432404,49,Yes,0.02,9
4109404,20,Yes,0.69,9
7156504,12,No,0.9,8
3401604,45,Yes,0.18,7
2194,28,No,0.33,7
870004,32,No,0.35,7
9392404,50,Yes,0.03,6
9835994,14,Yes,0.43,2
4111804,28,Yes,0.69,9
612804,23,No,0.26,1
900604,60,No,0.47,6
393994,22,No,0.81,4
1755404,43,Yes,0.15,6
4524894,16,Yes,0.14,3
8746304,5,No,0.17,8
3174304,60,No,0.89,4
4688504,68,Yes,0.71,1
557004,28,No,0.85,2
2357704,71,No,0.75,9
7017904,46,No,0.44,2
8877404,19,Yes,0.03,4
529994,29,Yes,0.55,3
5483504,56,No,0.92,9
5067304,47,No,0.73,7
1390604,43,Yes,0.01,2
9207094,18,Yes,0.76,6
1170304,49,No,0.2,8
8970304,52,No,0.41,4
2572894,6,No,0.26,4
594404,5,No,0.63,1
6173904,47,No,0.25,9
7784504,17,No,0.93,6
3620804,26,No,0.22,2
9109094,18,No,0.16,2
888804,30,No,0.99,8
8695694,35,No,0.2,4
6787604,10,Yes,0.42,7
970304,8,No,0.25,5
4375694,47,No,0.65,3
6395704,8,Yes,0.96,7
7045404,49,Yes,0.45,1
5921304,12,Yes,0.38,6
1431804,64,No,0.15,6
7389404,37,No,0.86,1
3398404,42,No,0.08,7
7694404,60,Yes,0.66,3
1624894,25,No,0.54,4
4417704,19,No,0.86,8
5585694,23,No,0.66,5
8123194,43,Yes,0.97,3
9323094,8,Yes,0.03,6
754504,48,Yes,0.33,8
4007304,9,Yes,0.57,5
9873704,46,Yes,0.16,7
9994894,64,Yes,0.74,5
5983194,8,No,0.33,6
6179894,23,Yes,0.09,9
1245404,3,No,0.7,6
9184504,22,Yes,0,1
1586304,21,No,0.53,2
5749004,31,No,0.21,5
4812404,17,No,0.69,8
587704,22,Yes,0.95,9
6485404,69,Yes,0.61,4
4553504,31,No,0.09,1
3594404,1,No,0.98,6
1726404,32,Yes,0.68,5
7935994,5,No,0.49,8
5052604,52,Yes,0.94,2
9422804,66,Yes,0.42,7
8071504,7,Yes,0.7,3
6337894,27,Yes,0.18,5
4539004,35,No,0.88,4
3917904,71,Yes,0.01,6
1546504,46,No,0.94,6
6984804,59,No,0.04,3
4415104,51,Yes,0.05,5
3482504,67,Yes,0.85,4
8842404,29,Yes,0.92,7
2020504,3,No,0.29,4
7615194,13,No,0.05,3
9550094,44,Yes,0.9,3
758004,45,No,0.59,8
4271204,58,No,0.44,4
8698004,66,No,0.08,3
7452504,53,No,0,2
4341504,26,Yes,0.54,9
6790404,37,No,0.25,3
2879794,24,No,0.24,2
657204,11,No,0.59,2
2483704,66,No,0.04,8
6416404,32,Yes,0.88,1
2836404,30,Yes,0.86,2
4835404,23,Yes,0.31,9
5266504,29,No,0.15,4
4785194,63,Yes,0.34,7
2806804,58,No,0.44,9
1009994,34,No,0.31,4
8521794,74,Yes,0.84,3
8560094,57,Yes,0.13,8
5857104,37,Yes,1,7
6471504,33,Yes,0.02,3
6747794,54,Yes,0.64,3
1445994,59,No,0.32,7
8224894,4,No,0.67,4
1847994,45,Yes,0.69,8
372904,41,Yes,0.64,6
9677404,66,No,0.67,5
7891194,16,No,0.05,2
1738504,18,Yes,0,9
1404504,13,No,0.57,3
3291704,29,No,0.97,9
4547004,51,Yes,0.9,9
6586304,14,No,0.66,4
526304,8,No,0.35,7
5105894,18,Yes,0.37,8
654804,40,No,0.54,4
9902994,11,No,0.53,4
5115804,56,Yes,0.82,1
7345604,2,Yes,0.47,5
6221094,1,Yes,0.43,8
2445894,50,Yes,0.47,3
646504,40,Yes,0.67,4
4470804,63,Yes,0.19,9
9362504,51,No,0.85,5
7973404,16,No,0.47,7
9131804,30,No,0.02,8
6274304,17,No,0.64,2
1105894,62,No,0.28,7
8172794,73,Yes,0.93,4
122104,13,No,0.45,2
9095694,62,Yes,0.55,7
9131304,43,No,0.1,9
7452504,64,No,0.93,5
6480304,44,Yes,0.05,7
2726504,54,No,0.87,3
2719404,64,Yes,0.7,8
6693604,54,No,0.14,4
7121704,60,Yes,0.98,3
760004,14,No,0.51,4
9605204,73,No,0.46,9
7521304,5,No,0.06,7
3422304,39,No,0.1,1
4403994,9,Yes,0.22,8
1342404,34,No,0.79,5
6391704,71,Yes,0.25,8
754504,8,Yes,0.21,6
5852304,68,No,0.33,8
1727704,40,No,0.89,9
6171504,21,No,0.57,8
1719094,48,Yes,0.69,5
7891194,8,No,0.26,4
3846194,13,Yes,0.31,3
9340794,20,Yes,0.17,6
6116804,62,No,0.95,5
2810504,22,Yes,0.29,6
9309704,28,No,0.27,8
4711094,19,No,0.05,8
6060804,74,No,0.09,4
106694,19,Yes,0.39,3
9184504,16,Yes,0.6,8
298504,4,Yes,0.51,2
2764004,32,No,0.86,1
8319004,46,No,0.39,1
9233504,2,Yes,0.91,5
6751894,69,No,0.89,9
5980604,11,Yes,0.38,8
1337004,1,Yes,0.26,2
436804,45,No,0.46,3
4908704,65,No,0.11,2
1844004,33,No,0.12,5
4596804,3,Yes,0.2,4
3373004,42,No,0.93,2
6424894,68,No,0.32,2
7621894,62,No,0.93,2
6363504,39,Yes,0.29,7
5041904,46,Yes,0.6,5
6304504,38,No,0.93,2
8892304,26,Yes,0.22,9
2186194,41,Yes,0.98,9
5947794,63,No,0.84,3
5554804,51,No,0.09,3
9456194,46,No,0.41,3
1079104,29,Yes,0.07,3
2198304,53,No,0.48,6
4271204,74,No,0.08,5
6565894,71,No,0.45,3
1981904,20,No,0.72,9
164504,69,Yes,0.05,5
8720504,58,No,0.63,4
3863704,7,No,0.89,3
5007804,60,No,0.44,6
733894,25,Yes,0.25,8
2012404,12,Yes,0.7,5
6174504,68,Yes,0.26,5
1814604,60,No,0.29,4
9581704,49,No,0.5,4
8815204,42,No,0.02,3
624104,6,No,0.62,2
4511094,15,Yes,0.63,2
6422404,17,Yes,0.02,7
4373704,57,Yes,0.16,2
2749894,26,No,0.58,7
7573404,67,Yes,0.24,1
5434804,44,Yes,0.74,8
4721904,5,No,0.08,8
7798694,9,No,0.92,5
7449094,35,No,0.29,4
1316404,42,No,0.59,4
5483504,9,No,0.27,3
4301604,38,Yes,0.3,1
1254804,15,No,0.71,5
2476194,60,No,0.85,3
4111504,3,No,0.24,7
5792404,5,No,0.37,1
6336204,41,No,0.67,8
2398404,60,Yes,0.93,6
8481704,15,Yes,0.67,3
3810304,8,Yes,0.31,9
5742704,26,No,0.05,4
5572604,28,No,0.18,1
3851804,21,Yes,0.65,8
863304,3,No,0.28,2
8705804,26,No,0.08,9
15894,18,Yes,0.9,2
1877004,46,No,0.3,6
6019994,41,Yes,0.39,3
5790094,8,No,0.59,2
7593604,40,No,0.55,4
8164504,71,Yes,0.53,1
2571504,66,No,0.72,3
9563004,56,Yes,0.07,6
7364904,39,Yes,0.05,7
3549104,13,No,0.4,9
3615794,26,No,0.77,7
9045204,65,Yes,0.02,7
3549104,68,No,0.53,2
549894,39,Yes,0.06,5
612804,19,Yes,0.2,8
9159804,49,Yes,0.05,8
1993504,53,No,0.66,9
5812404,5,Yes,0.32,1
3083704,5,No,0.35,7
633894,47,No,0.45,2
2146504,73,No,0.75,9
3052004,63,Yes,0.29,7
4324604,33,No,0.64,3
6041894,40,Yes,0.26,2
2463304,66,No,0.07,5
1811604,32,No,0.17,4
3646404,39,No,0.39,8
8045304,26,Yes,0.5,3
4394804,18,No,0.98,2
7787504,53,No,0.74,8
2764004,21,No,0.75,5
4435304,42,No,0.83,4
4949894,10,No,0.56,6
7564504,5,No,0.89,6
5290604,49,Yes,0.91,3
3881704,53,No,0.26,3
4910304,8,No,0.59,1
4836404,48,No,0.24,9
3264004,45,Yes,0.37,2
6195694,35,Yes,0.83,8
1981904,64,No,0.11,4
5559404,55,No,0.67,9
7021094,43,No,0.76,4
1355194,41,No,0.85,1
3143094,58,Yes,0.19,2
5746104,11,No,0.37,4
5933794,15,Yes,0.4,7
2323194,68,No,0.58,6
9290094,51,Yes,0.47,2
31104,18,Yes,0.25,5
1873194,2,No,0.92,5
9417204,58,Yes,0.5,8
888804,55,No,0.78,7
6141504,12,No,0.12,2
8896704,57,Yes,0.9,9
9605204,26,No,0.48,1
936404,41,No,0.55,4
4586794,51,No,0.85,8
7694204,13,No,0.63,1
8876194,57,Yes,0.42,1
1993504,40,Yes,0.73,2
3511094,2,No,0.93,5
5352004,59,Yes,0.56,8
2851204,32,No,0.06,3
3545304,71,No,0.25,7
183994,47,No,0.83,4
1837704,14,Yes,0.83,1
2381704,45,No,0.93,7
4761894,29,No,0.45,9
4908704,70,No,0.58,9
9741804,50,Yes,0.17,5
6642304,25,No,0.4,1
7321704,43,Yes,0.62,2
8294194,22,No,0.28,3
5399894,26,Yes,0.92,5
9301604,62,No,0.94,6
1732304,71,Yes,0.01,7
8709404,60,Yes,0.67,4
6955304,29,Yes,0.58,7
4862994,17,Yes,0.44,7
696604,69,No,0.4,9
152994,74,Yes,0.77,3
6736404,13,No,0.54,6
9853904,49,Yes,0.75,2
3414904,13,No,0.58,2
1603404,59,Yes,0.93,3
1651894,40,No,0.14,2
5135304,68,Yes,0.22,4
7542804,33,No,0.7,4
7962894,54,Yes,0.59,5
4564904,28,No,0.75,6
5822094,25,Yes,0.81,4
4174804,20,Yes,0.3,1
2126404,7,No,0.89,3
9334794,48,No,0.47,4
1875504,31,No,0.01,2
9994804,28,No,0.77,9
4037904,66,No,0.23,3
562804,73,No,0.67,4
9787104,50,No,0.49,9
6330004,24,No,0.78,7
7246004,9,Yes,0.9,6
8035104,26,Yes,0.4,1
8215504,2,Yes,0.75,6
8670404,59,Yes,0.34,3
2706404,49,No,0.8,7
365894,8,Yes,0.67,2
6897104,70,Yes,0.49,3
9124604,1,Yes,0.21,2
3549104,55,No,0.31,5
6019004,28,No,0.36,6
3584504,68,No,0.74,9
4352094,20,No,0.29,4
3785404,40,No,0.93,7
4739894,18,Yes,0.6,2
6550804,28,No,0.22,2
3721094,28,Yes,0.51,8
4547004,62,No,0.93,1
2778704,64,Yes,0.86,7
268504,35,No,0.75,1
7921704,26,Yes,0.15,2
2708404,45,Yes,0.68,2
7537704,70,Yes,0.74,9
319504,36,Yes,0.2,3
2753304,51,No,0.54,3
9049194,49,Yes,0.99,1
6231104,11,Yes,0.07,8
2813994,3,Yes,0.61,8
